JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2454481.4840,3.4,,,Vis.,AAX,A M,29,38,ATLAS,,0,,V,,,,BETA PER,,STD,,,,
2454481.5104,3.5,,,Vis.,AAX,A M,29,38,ATLAS,,0,,V,,,,BETA PER,,STD,,,,
2454486.60500,2.19,0.01,,V,MBE,,4.70,5.92,12/99,,1,1.126,V,4.70,5.92,,BET PER,,STD,,,,
2454490.3889,2.5,,,Vis.,SDAV,,27,23,SPA,20 Also used comp 21,0,,V,,,,BETA PER,,STD,,,,
2454491.55972,2.21,,,V,MBE,,4.70,Pi Per,12/99,,1,1.052,V,4.70,4.76,,BET PER,,STD,,,,
2454493.48458,2.19,0.01,,V,MBE,,4.70,Pi Per,12/99,,1,1.001,V,4.70,4.76,,BET PER,,STD,,,,
2454496.3132,2.0,,,Vis.,SDAV,H,22,36,SPA,POOR =,0,,V,,,,BETA PER,,STD,,,,
2454496.44444,2.1,,,Vis.,RJG,,18,29,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454496.44653,2.1,,,Vis.,CAI,,18,30,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454497.3806,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.26 MAG,0,,V,,,,BETA PER,,STD,,,,
2454500.3264,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.18 MAG,0,,V,,,,BETA PER,,STD,,,,
2454501.49861,2.7,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.50694,2.8,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.51597,3.0,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.52292,3.1,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.52986,3.2,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.53681,3.2,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.54444,3.3,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.55139,3.3,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.55833,3.4,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.56597,3.4,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.57361,3.3,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.57986,3.3,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.58750,3.2,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.59722,3.2,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.60556,3.1,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.61319,3.0,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.62014,3.0,,,Vis.,SET,,2.9,3.8,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.62708,2.9,,,Vis.,SET,,2.9,3.8,xxx,2.1 THIRD COMP STAR,,,V,,,,BET PER,,STD,,,,
2454501.63542,2.8,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.64236,2.8,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.64931,2.7,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.65625,2.6,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.66528,2.5,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454501.67361,2.4,,,Vis.,SET,,2.1,2.9,xxx,,,,V,,,,BET PER,,STD,,,,
2454506.4042,2.3,,,Vis.,SDAV,,24,22,SPA,20,0,,V,,,,BETA PER,,STD,,,,
2454507.22222,2.9,,,Vis.,SSW,,18,30,080205,,,,V,,,,BET PER,,STD,,,,
2454507.23194,3.0,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.24167,3.1,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.24931,3.15,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.26111,3.25,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.26597,2.65,,,Vis.,GFT,,21,30,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.27153,3.3,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.27569,3.0,,,Vis.,GFT,,30,,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.27778,3.4,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.28125,3.2,,,Vis.,GFT,,30,38,SAA2001,,,,V,,,,BET PER,,STD,,,,
2454507.28472,3.2,,,Vis.,VUG,B,30,38,011230,,,,V,,,,BET PER,,STD,,,,
2454507.28958,3.45,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.29236,3.45,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.29861,3.5,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.29861,3.45,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.30208,3.4,,,Vis.,VUG,B,30,38,011230,,,,V,,,,BET PER,,STD,,,,
2454507.30556,3.4,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.30625,3.55,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.31250,3.55,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.31250,3.4,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.3201,3.5,,,Vis.,SYI,TO,30,38,,BETA PER = 3.5 MAG,0,,V,,,,BETA PER,,STD,,,,
2454507.32014,3.55,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.32708,3.45,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.32917,3.3,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.33333,3.45,,,Vis.,GFT,,30,38,SAA2001,,,,V,,,,BET PER,,STD,,,,
2454507.34167,3.25,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.34236,3.3,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.3444,3.3,,,Vis.,SYI,TO,30,38,,BETA PER = 3.26 MAG,0,,V,,,,BETA PER,,STD,,,,
2454507.35069,3.15,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.35278,3.2,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.36007,3.05,,,Vis.,GFT,,30,38,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.36250,3.1,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.36736,2.9,,,Vis.,GFT,,21,30,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.37222,3.0,,,Vis.,SSW,,30,38,080205,,,,V,,,,BET PER,,STD,,,,
2454507.37569,2.9,,,Vis.,GFT,,21,30,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.38333,2.75,,,Vis.,GFT,,21,30,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.3854,2.8,,,Vis.,SYI,TO,18,30,,BETA PER = 2.82 MAG,0,,V,,,,BETA PER,,STD,,,,
2454507.38542,2.9,,,Vis.,SSW,,18,30,080205,,,,V,,,,BET PER,,STD,,,,
2454507.38958,2.75,,,Vis.,GFT,,21,30,SAA2001,ECLIPSE,,,V,,,,BET PER,,STD,,,,
2454507.40000,2.8,,,Vis.,SSW,,18,30,080205,,,,V,,,,BET PER,,STD,,,,
2454507.41806,2.7,,,Vis.,SSW,,18,30,080205,,,,V,,,,BET PER,,STD,,,,
2454507.43750,2.45,,,Vis.,SSW,,18,30,080205,,,,V,,,,BET PER,,STD,,,,
2454508.3264,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.17 MAG,0,,V,,,,BETA PER,,STD,,,,
2454509.3257,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.18 MAG,0,,V,,,,BETA PER,,STD,,,,
2454513.3500,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.19 MAG,0,,V,,,,BETA PER,,STD,,,,
2454513.4153,1.8,,,Vis.,SDAV,M,18,22,SPA,=,0,,V,,,,BETA PER,,STD,,,,
2454521.3438,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.25 MAG,0,,V,,,,BETA PER,,STD,,,,
2454523.3625,2.5,,,Vis.,SYI,TO,18,30,,BETA PER = 2.54 MAG,0,,V,,,,BETA PER,,STD,,,,
2454523.3646,2.3,,,Vis.,SDAV,,22,23,SPA,20,0,,V,,,,BETA PER,,STD,,,,
2454525.3465,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.3 MAG,0,,V,,,,BETA PER,,STD,,,,
2454525.50125,2.17,0.01,,V,MBE,,4.70,pi per,12/99,,1,1.135,V,4.70,4.77,,BET PER,,STD,,,,
2454529.3333,2.0,,,Vis.,SDAV,,18,29,SPA,,,,V,,,,BET PER,,STD,,,,
2454529.50000,2.3,,,Vis.,LNZ,V,18,29,16.33,,,,V,,,,BET PER,,STD,,,,
2454531.49458,2.18,0.01,,V,MBE,,4.70,pi per,11/99,,1,1.164,V,4.70,4.77,,BET PER,,STD,,,,
2454532.3514,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.26 MAG,0,,V,,,,BETA PER,,STD,,,,
2454533.3632,2.3,,,Vis.,SYI,TO,18,30,,BETA PER = 2.26 MAG,0,,V,,,,BETA PER,,STD,,,,
2454535.3125,1.9,,,Vis.,SDAV,,18,22,SPA,,,,V,,,,BET PER,,STD,,,,
2454538.55083,2.20,0.01,,V,MBE,,omega per,pi per,12/99,,1,1.583,V,4.70,4.77,,BET PER,,STD,,,,
2454554.34583,3.6,,,Vis.,GFT,,30,38,SAA2001,,,,V,,,,BET PER,,STD,,,,
2454556.3167,2.2,,,Vis.,SYI,TO,18,30,,BETA PER = 2.23 MAG,0,,V,,,,BETA PER,,STD,,,,
2454566.3854,2.0,,,Vis.,SDAV,B,2.9,22,SPA,,,,V,,,,BET PER,,STD,,,,
2454571.4063,2.0,,,Vis.,SDAV,BL,2.5,1.7,SPA,,,,V,,,,BET PER,,STD,,,,
2454573.3958,3.0,,,Vis.,SDAV,LB,3.0,2.9,SPA,,,,V,,,,BET PER,,STD,,,,
2454649.4153,2.3,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.31 MAG,0,,V,,,,BET PER,,STD,,,,
2454649.4410,2.4,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.39 MAG,0,,V,,,,BET PER,,STD,,,,
2454649.4632,2.6,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.60 MAG,0,,V,,,,BET PER,,STD,,,,
2454653.4861,3.1,,,Vis.,ILE,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454659.5014,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.16 MAG,0,,V,,,,BET PER,,STD,,,,
2454660.4889,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.16 MAG,0,,V,,,,BET PER,,STD,,,,
2454674.4257,2.1,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.12 MAG,0,,V,,,,BET PER,,STD,,,,
2454675.5479,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.21 MAG,0,,V,,,,BET PER,,STD,,,,
2454676.4469,3.2,,,Vis.,SYI,TO,"""30,38""",,,BETA PER = 3.16 MAG,0,,V,,,,BET PER,,STD,,,,
2454676.4597,3.2,,,Vis.,ILE,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454676.4715,3.2,,,Vis.,SYI,TO,"""30,38""",,,BETA PER = 3.19 MAG,0,,V,,,,BET PER,,STD,,,,
2454676.4896,3.1,,,Vis.,SYI,TO,"""30,38""",,,BETA PER = 3.10 MAG,0,,V,,,,BET PER,,STD,,,,
2454677.5278,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.20 MAG,0,,V,,,,BET PER,,STD,,,,
2454678.4167,2.1,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.12 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.3931,2.8,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.78 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.4167,2.8,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.83 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.4347,2.7,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.73 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.4507,2.7,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.73 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.4653,2.6,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.60 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.4854,2.5,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.52 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.5056,2.4,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.35 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.5278,2.4,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.35 MAG,0,,V,,,,BET PER,,STD,,,,
2454679.5458,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.17 MAG,0,,V,,,,BET PER,,STD,,,,
2454680.4701,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.16 MAG,0,,V,,,,BET PER,,STD,,,,
2454682.5625,2.3,,,Vis.,SDAV,,2.3,,SPA,,,,V,,,,BETA PER,,STD,,,,
2454683.4465,2.3,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.27 MAG,0,,V,,,,BET PER,,STD,,,,
2454684.4722,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.20 MAG,0,,V,,,,BET PER,,STD,,,,
2454685.4806,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.16 MAG,0,,V,,,,BET PER,,STD,,,,
2454686.4736,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.21 MAG,0,,V,,,,BET PER,,STD,,,,
2454689.5229,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.20 MAG,0,,V,,,,BET PER,,STD,,,,
2454690.4861,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.21 MAG,0,,V,,,,BET PER,,STD,,,,
2454691.4056,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.16 MAG,0,,V,,,,BET PER,,STD,,,,
2454695.44,2.8,,,Vis.,KAD,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454696.35,2.5,,,Vis.,KAD,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454702.3969,2.5,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454703.47222,2.1,,,Vis.,RJG,,18,29,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454703.47292,2.1,,,Vis.,CAI,,18,30,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454705.45,1.9,,,Vis.,KAD,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454709.46,2.2,,,Vis.,KAD,,000,,999999,,,,V,,,,BET PER,,STD,,,,
2454710.83542,2.9,,,Vis.,ASA,,30,,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454714.3889,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.16 MAG,0,,V,,,,BET PER,,STD,,,,
2454715.5062,2.2,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.24 MAG,0,,V,,,,BET PER,,STD,,,,
2454716.4986,2.3,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.29 MAG,0,,V,,,,BET PER,,STD,,,,
2454716.5639,2.9,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.86 MAG,0,,V,,,,BET PER,,STD,,,,
2454719.3299,2.7,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.69 MAG,0,,V,,,,BET PER,,STD,,,,
2454719.3394,2.4,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454719.3493,2.6,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.64 MAG,0,,V,,,,BET PER,,STD,,,,
2454719.3544,2.6,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454719.3701,2.7,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.66 MAG,0,,V,,,,BET PER,,STD,,,,
2454719.3903,2.7,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.72 MAG,0,,V,,,,BET PER,,STD,,,,
2454719.4215,2.9,,,Vis.,SYI,TO,"""18,30""",,,BETA PER = 2.90 MAG,0,,V,,,,BET PER,,STD,,,,
2454719.4507,3.1,,,Vis.,SYI,TO,30,,,BETA PER = 3.06 MAG,0,,V,,,,BET PER,,STD,,,,
2454719.47292,3.2,,,Vis.,SSW,,30,38,TYCHO,,,,V,,,,BETA PER,,STD,,,,
2454731.3403,2.1,,,Vis.,KTHA,K,NA,,TYCO2,,,,Z,,,,BET PER,SAAF,STD,,,,
2454735.2847,2.1,,,Vis.,KTHA,K,NA,,TYCO2,,,,Z,,,,BET PER,SAAF,STD,,,,
2454736.9063,2.1,,,Vis.,HMQ,,18,21,123001,,,,V,,,,BET PER,,STD,,,,
2454738.6181,2.1,,,Vis.,HMQ,,18,21,123001,,,,V,,,,BET PER,,STD,,,,
2454742.3737,2.9,,,Vis.,DAT,,2.1,3.0,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454742.3877,3.1,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454742.398,3.2,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454742.4025,3.3,,,Vis.,DAT,,3.0,3.8,SAA123001,,,,Z,,,,BET PER,AAVSO,STD,,,,
2454742.43750,3.2,,,Vis.,RJG,,29,38,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454742.43819,3.2,,,Vis.,CAI,,30,38,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454742.9326,2.1,,,Vis.,HMQ,,18,21,123001,,,,V,,,,BET PER,,STD,,,,
2454743.48472,2.1,,,Vis.,RJG,,18,29,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454743.48681,2.1,,,Vis.,CAI,,18,30,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454751.5979,2.2,,,Vis.,TDB,,21,30,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454753.6003,2.2,,,Vis.,ASA,B,17,29,1013haa,COMP. STAR ALPHA AND GAMMA PERSEI,,,V,,,,BETA PER,,STD,,,,
2454753.71528,2.4,,,Vis.,HTN,,23,27,gamCas01,,,,V,,,,BETA PER,,STD,,,,
2454753.99931,2.4,,,Vis.,ASA,B,17,29,1013haa,,,,V,,,,BET PER,,STD,,,,
2454754.60417,2.5,,,Vis.,ASA,KB,17,29,1013haa,,,,V,,,,BET PER,,STD,,,,
2454754.70625,2.4,,,Vis.,HTN,,23,27,gamCas01,,,,V,,,,BETA PER,,STD,,,,
2454754.95972,2.5,,,Vis.,ASA,BK,17,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454755.60000,2.6,,,Vis.,ASA,BK,29,22,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454755.87431,2.5,,,Vis.,ASA,BK,29,22,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454756.60417,2.7,,,Vis.,ASA,BK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454757.01736,2.6,,,Vis.,ASA,BK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454757.57292,2.8,,,Vis.,ASA,LBK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454758.01042,2.7,,,Vis.,ASA,BK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454758.2847,2.3,,,Vis.,ZAR,BU,1.8,3.8,123001,MOON,,,V,,,,BETA PER,,STD,,,,
2454758.58125,2.6,,,Vis.,ASA,L,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454758.75417,2.6,,,Vis.,ASA,BK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454758.91250,2.6,,,Vis.,ASA,KB,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454759.6068,3.4,,,Vis.,ASA,B,29,34,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454760.00694,2.2,,,Vis.,ASA,BK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454760.1910,2.3,,,Vis.,ZAR,BU,1.8,3.8,123001,,,,V,,,,BETA PER,,STD,,,,
2454760.3167,2.4,,,Vis.,ZAR,,1.8,3.8,123001,,,,V,,,,BETA PER,,STD,,,,
2454760.55556,2.5,,,Vis.,ASA,KBL,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454760.71944,2.4,,,Vis.,HTN,,23,27,gamCas01,,,,V,,,,BETA PER,,STD,,,,
2454760.72778,2.1,,,Vis.,ASA,K,20,22,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454761.2625,2.3,,,Vis.,ZAR,,1.8,3.0,123001,,,,V,,,,BETA PER,,STD,,,,
2454761.3986,2.5,,,Vis.,SDAV,,2.3,2.5,SPA,,,,V,,,,BETA PER,,STD,,,,
2454762.00694,2.4,,,Vis.,ASA,BK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454762.18611,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454762.20000,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454762.20972,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454762.21458,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454762.2222,2.3,,,Vis.,ZAR,U,1.8,3.0,123001,,,,V,,,,BETA PER,,STD,,,,
2454762.5521,2.6,,,Vis.,SDAV,,2.4,2.8,SPA,,,,V,,,,BETA PER,,STD,,,,
2454763.01389,2.2,,,Vis.,ASA,BK,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454763.19028,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454763.21736,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454763.22431,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454763.24306,2.0,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454763.26250,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454763.27639,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454763.77083,2.2,,,Vis.,ASA,K,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454765.00694,2.1,,,Vis.,ASA,K,1.9,2.2,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454765.43056,2.8,,,Vis.,RJG,U,18,29,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454765.43125,2.7,,,Vis.,CAI,U,18,30,SAA2001,,,,V,,,,BETA PER,,STD,,,,
2454765.94653,2.9,,,Vis.,HTN,,29,,gamCas01,,,,V,,,,BETA PER,,STD,,,,
2454766.00694,2.2,,,Vis.,ASA,K,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454766.2479,2.1,,,Vis.,ZAR,,1.8,3.8,123001,,,,V,,,,BETA PER,,STD,,,,
2454766.68958,2.0,,,Vis.,HTN,,21,18,gamCas01,,,,V,,,,BETA PER,,STD,,,,
2454766.88264,2.3,,,Vis.,ASA,K,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454767.14653,2.0,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454767.16111,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454767.19514,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454767.21111,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454767.21944,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454767.23472,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454767.2569,2.3,,,Vis.,ZAR,BUW,1.8,3.8,123001,,,,V,,,,BETA PER,,STD,,,,
2454768.00694,2.2,,,Vis.,ASA,K,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454768.14931,1.9,,,Vis.,KSQ,,18,21,AA123001,,,,V,,,,BETA PER,,STD,,,,
2454769.00694,2.1,,,Vis.,ASA,K,20,22,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454769.59722,2.4,,,Vis.,ASA,KL,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454770.00694,2.2,,,Vis.,ASA,K,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454770.60278,2.2,,,Vis.,ASA,KU,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454771.00694,3.4,,,Vis.,ASA,K,34,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454771.2535,2.3,,,Vis.,ZAR,,1.8,3.8,123001,,,,V,,,,BETA PER,,STD,,,,
2454771.3833,2.4,,,Vis.,ZAR,,1.8,3.8,123001,,,,V,,,,BETA PER,,STD,,,,
2454772.00694,2.2,,,Vis.,ASA,K,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
2454772.5444,2.2,,,Vis.,SRYA,,2.1,2.9,1968,,,,V,,,,BETA PER,,STD,,,,
2454773.1972,2.3,,,Vis.,ZAR,,1.8,3.8,123001,,,,V,,,,BETA PER,,STD,,,,
2454773.70833,2.2,,,Vis.,ASA,K,22,29,1013haa,,,,V,,,,BETA PER,,STD,,,,
